input_r,input_g,input_b,out1_r,out1_g,out1_b,out2_r,out2_g,out2_b,out3_r,out3_g,out3_b
0.68225944,0.42312053,0.9416908,0.779981,0.6136353,1.0,0.5084149,0.25042215,0.8443119,0.8119751,0.55268997,0.6824057
0.1510521,0.8133,0.9716843,0.22518818,0.99731743,1.0,0.049391687,0.61546624,0.79509014,0.56136817,0.48217607,0.8924922
0.2474877,0.20172235,0.6406573,0.31906572,0.30150834,0.7299467,0.06520521,0.033468734,0.5850992,0.44407248,0.22460502,0.4211898
0.8797225,0.7487798,0.3597522,0.9491818,0.8998612,0.544623,0.7629328,0.6346966,0.17132296,0.6197373,0.8142511,0.554266
0.34035924,0.15888374,0.6329191,0.39581755,0.32100028,0.7399866,0.21604773,0.09837281,0.49592987,0.48663914,0.24962148,0.3959014
0.019806264,0.16114101,0.19383283,0.16803947,0.29525688,0.3588718,0.0,0.07399905,0.14379835,0.10681955,0.09047364,0.17748691
0.99969196,0.73169833,0.7886884,1.0,0.90976864,0.87905455,0.9245377,0.629929,0.66988933,0.8941902,0.8656952,0.7601934
0.037865542,0.57529265,0.9042478,0.23191585,0.7606357,1.0,0.0,0.42331892,0.79499847,0.4710567,0.30657908,0.73977023
0.7619667,0.1362502,0.7748317,0.8595357,0.2461008,0.91884106,0.6000478,0.0,0.71515405,0.7683992,0.44910845,0.45554093
0.66007054,0.31320384,0.44088557,0.77368593,0.435838,0.5318723,0.6097707,0.16032544,0.3051247,0.55047804,0.48663718,0.3770447
0.7864266,0.41454455,0.99436283,0.9146775,0.5209241,1.0,0.7242259,0.26840994,0.81646514,0.8903947,0.60048556,0.7044537
0.32037926,0.8879097,0.03474055,0.39815018,1.0,0.15742773,0.166102,0.7423442,0.0,0.17755991,0.6041445,0.46132514
0.4392365,0.14814147,0.6159129,0.62197995,0.29024053,0.7696852,0.24250577,0.0,0.5484246,0.5275747,0.29368898,0.38202718
0.01435604,0.7716987,0.18524934,0.19637504,0.85013455,0.3565436,0.0,0.6540195,0.043741677,0.09980269,0.3930274,0.47847405
0.9097791,0.77236444,0.22994956,1.0,0.89506865,0.41228807,0.7817163,0.62177366,0.14104757,0.56986433,0.8410718,0.501157
0.42955172,0.20621213,0.5030719,0.52336895,0.28867748,0.6445711,0.32540697,0.095671125,0.34424838,0.4663118,0.31788194,0.35464203
0.72599095,0.89787155,0.17813388,0.8602394,1.0,0.3246018,0.5286244,0.81781983,0.068579346,0.4520624,0.81193125,0.5380027
0.8910361,0.7916139,0.6401877,1.0,0.9295994,0.78704995,0.75248855,0.7361408,0.48196286,0.7656119,0.841325,0.7159008
0.56106764,0.42717895,0.9665133,0.67593735,0.50613624,1.0,0.39543286,0.25034824,0.90955377,0.7637905,0.4941233,0.6968461
0.78602135,0.003164298,0.033426333,0.933494,0.13055034,0.17853904,0.730123,0.0,0.0,0.40972382,0.39459282,0.018295314
0.30154774,0.5931642,0.57100046,0.46452788,0.6652602,0.75762784,0.23240201,0.4745128,0.39296988,0.4362741,0.44735596,0.58208233
0.22503206,0.5350733,0.50278705,0.38680792,0.6755528,0.68766654,0.1193616,0.3436971,0.31799418,0.36390957,0.38005266,0.51893014
0.10837763,0.11883167,0.7751344,0.2624804,0.26567948,0.86063236,0.03772096,0.021889536,0.6797668,0.441756,0.11360465,0.44698304
0.021849012,0.8626924,0.5772114,0.07525734,1.0,0.72236496,0.0,0.7063701,0.40223858,0.29953018,0.44227073,0.71995187
0.5174415,0.92752194,0.20441198,0.575769,0.9844321,0.31552625,0.36191383,0.86872125,0.13182722,0.36092675,0.7224817,0.56596696
0.8814796,0.18977568,0.8191706,1.0,0.24239737,0.8944583,0.71502197,0.104205884,0.6500242,0.8503251,0.53562766,0.50447315
0.11631605,0.83289593,0.37554476,0.17179695,1.0,0.5694461,0.020189032,0.65915096,0.32530308,0.2459304,0.474606,0.60422033
0.0047659213,0.85661995,0.06955928,0.19497001,0.98000175,0.26836208,0.0,0.75514925,0.0,0.037162602,0.43069294,0.46308962
0.22979724,0.1617097,0.015785135,0.32228583,0.23283148,0.07673203,0.089275375,0.108877555,0.0,0.12279119,0.19575347,0.08874742
0.008763255,0.47444254,0.6606314,0.15925516,0.525274,0.78305626,0.0,0.2923039,0.46520242,0.33469734,0.2416029,0.56753695
0.83337677,0.6337711,0.21343014,0.9234021,0.77285194,0.34889403,0.6361867,0.5077196,0.037654307,0.52340347,0.733574,0.42360064
0.5451405,0.5053357,0.505794,0.6076533,0.69431907,0.6753486,0.40491274,0.43686977,0.36604387,0.5254673,0.5252381,0.50556487
0.7472619,0.6926117,0.3889367,0.80357057,0.7782114,0.45503256,0.68569636,0.60607094,0.26274186,0.5680993,0.7199368,0.5407742
0.6885348,0.1045465,0.17034566,0.87295634,0.16912599,0.34261978,0.5034314,0.034766722,0.0,0.42944023,0.39654067,0.13744609
0.34213725,0.14445515,0.39825413,0.49683595,0.3295286,0.54512644,0.24520755,0.0036300519,0.21963698,0.3701957,0.2432962,0.27135465
0.098355204,0.96498275,0.63365656,0.16051969,1.0,0.71108943,0.0,0.8896966,0.5430697,0.36600587,0.53166896,0.7993196
0.8460355,0.36639053,0.88052946,1.0,0.5242462,1.0,0.7089416,0.29101813,0.7241337,0.86328244,0.60621303,0.62346
0.14276932,0.49563074,0.48177654,0.21495922,0.60382634,0.67989063,0.059026677,0.40062425,0.2951879,0.31227294,0.31920004,0.48870364
0.6371526,0.8405588,0.4876034,0.68761605,0.99671876,0.62257236,0.55253583,0.7757996,0.3806154,0.562378,0.7388557,0.6640811
0.13967551,0.012969672,0.96665865,0.3156376,0.12261752,1.0,0.022121074,0.0,0.9135519,0.5531671,0.07632259,0.48981416
0.022219872,0.62128156,0.59586847,0.19165958,0.8128749,0.751499,0.0,0.49307495,0.5039256,0.30904418,0.32175073,0.60857505
0.073442705,0.7081473,0.39947966,0.18553732,0.9010018,0.5539938,0.0,0.5715871,0.24858747,0.23646118,0.390795,0.55381346
0.9922582,0.23780994,0.7072167,1.0,0.33144063,0.8654863,0.7989515,0.15256214,0.5078559,0.84973747,0.61503404,0.47251332
0.59323967,0.8705789,0.83246404,0.7621165,0.9887919,1.0,0.5247906,0.67091566,0.700009,0.7128518,0.7319093,0.85152143
0.52277833,0.665798,0.060498543,0.57441205,0.8511594,0.17767681,0.46485984,0.5279131,0.0,0.29163843,0.5942882,0.36314827
0.38434678,0.9680723,0.13890551,0.5491418,1.0,0.20022888,0.2284708,0.83788043,0.033940427,0.26162615,0.6762095,0.5534889
0.52259487,0.025187174,0.02871358,0.5825865,0.1577323,0.12385868,0.34630662,0.0,0.0,0.27565423,0.27389103,0.026950378
0.23131956,0.26950988,0.96763915,0.28898036,0.39509156,1.0,0.045158308,0.08913106,0.7896884,0.5994794,0.25041473,0.6185745
0.9902132,0.328991,0.8377222,1.0,0.43564725,1.0,0.7941066,0.24879886,0.76247805,0.9139677,0.6596021,0.5833566
0.1867065,0.16337588,0.44182718,0.30949038,0.33468807,0.59438753,0.09493556,0.1065075,0.28465554,0.31426683,0.17504118,0.30260152
0.34700584,0.1766718,0.62773347,0.4137207,0.2276876,0.7678951,0.14870502,0.014918482,0.5667376,0.48736966,0.26183882,0.4022026
0.46161458,0.45863548,0.095116176,0.51692486,0.54964685,0.19488811,0.360422,0.3656556,0.0,0.27836537,0.46012503,0.27687582
0.9301335,0.27511734,0.3610105,1.0,0.42235467,0.50338316,0.74014926,0.18666813,0.20543793,0.645572,0.6026254,0.3180639
0.89565057,0.9262877,0.94046414,0.97320855,0.9853144,1.0,0.77562594,0.80472916,0.75046575,0.9180573,0.91096914,0.93337595
0.80165374,0.6493294,0.6910926,0.972351,0.79505134,0.84681565,0.71697915,0.54396737,0.62056303,0.7463732,0.7254916,0.670211
0.3844695,0.5598896,0.0900888,0.48344544,0.70717466,0.2849753,0.2574708,0.39343816,0.0,0.23727916,0.47217956,0.3249892
0.89442414,0.7052583,0.104422286,1.0,0.88388956,0.24431907,0.7688122,0.50630593,0.0,0.49942324,0.7998412,0.4048403
0.21422713,0.8374508,0.374507,0.32640624,0.9489958,0.4685552,0.08632837,0.7520017,0.20420894,0.29436705,0.525839,0.6059789
0.76692504,0.06069908,0.55886495,0.9279135,0.16168855,0.64389825,0.7160723,0.0,0.3939094,0.662895,0.41381207,0.30978203
0.9115808,0.9286037,0.86731994,0.96976393,1.0,1.0,0.7217951,0.8222019,0.7758405,0.8894504,0.9200922,0.8979618
0.5813654,0.7044364,0.8458642,0.68159133,0.8707235,0.9606738,0.46511245,0.62297857,0.733391,0.71361476,0.64290094,0.7751503
0.4560539,0.4533269,0.10562496,0.61540735,0.64503443,0.2673595,0.33114824,0.2614224,0.0,0.28083944,0.45469043,0.27947593
0.945421,0.80867714,0.17593344,1.0,0.95903677,0.35483354,0.8333531,0.72680366,0.06266328,0.56067723,0.877049,0.49230528
0.73767865,0.7271251,0.36968946,0.92141986,0.803362,0.42315406,0.54916584,0.62585574,0.30177286,0.55368406,0.73240185,0.5484073
0.008307361,0.25113413,0.8936368,0.105341494,0.36708808,0.9911736,0.0,0.1510424,0.79992926,0.45097208,0.12972075,0.5723855
0.46151206,0.31272373,0.105930366,0.5604341,0.43640652,0.1623849,0.2835909,0.2519913,0.030803358,0.2837212,0.3871179,0.20932704
0.20694785,0.42873147,0.14555785,0.30229414,0.49254203,0.21597902,0.099716075,0.36992428,0.017707394,0.17625284,0.31783965,0.28714466
0.07595246,0.4876362,0.020519,0.17631894,0.68684137,0.13483562,0.0,0.29680803,0.0,0.048235733,0.28179434,0.25407758
0.8723498,0.762619,0.18613939,1.0,0.87430173,0.24944185,0.7226384,0.6460861,0.04546307,0.5292446,0.8174844,0.4743792
0.393408,0.42498338,0.047284346,0.4549791,0.52786803,0.14348814,0.28823996,0.26844108,0.0,0.22034618,0.4091957,0.23613387
0.4510621,0.8693626,0.9801443,0.5397242,0.9832397,1.0,0.3859075,0.7233799,0.87556016,0.71560323,0.66021234,0.9247534
0.15922247,0.5683304,0.9413047,0.2533724,0.6708097,1.0,0.0,0.44920337,0.77631634,0.5502636,0.36377645,0.75481755
0.1284048,0.3342928,0.38706642,0.25430596,0.50865316,0.47925726,0.0,0.16113217,0.2548406,0.2577356,0.23134881,0.36067963
0.7012937,0.45299336,0.021630272,0.893267,0.6180804,0.19459452,0.5971943,0.38717717,0.0,0.361462,0.57714355,0.23731183
0.9969074,0.9729801,0.018523045,1.0,1.0,0.09469841,0.9101065,0.78342724,0.0,0.5077152,0.98494375,0.49575156
0.9962389,0.36220667,0.71757704,1.0,0.49707592,0.8456602,0.9181529,0.26447254,0.63475907,0.85690796,0.67922276,0.53989184
0.12150492,0.06785755,0.32488966,0.29820785,0.2605941,0.40074453,0.0,0.0,0.19008045,0.22319728,0.09468123,0.1963736
0.74186593,0.1122502,0.045704845,0.81854975,0.28239283,0.17934003,0.68136346,0.0,0.0,0.3937854,0.42705807,0.078977525
0.30308726,0.4353821,0.28138167,0.4320908,0.48718512,0.4671116,0.17055553,0.28384268,0.120518826,0.29223448,0.36923468,0.35838187
0.1805075,0.7270844,0.110676244,0.3419067,0.84642464,0.25053975,0.09542653,0.58309,0.0,0.14559187,0.45379597,0.41888034
0.47621888,0.08556123,0.8824074,0.52686054,0.24538583,0.9781722,0.42537385,0.0,0.7143199,0.6793131,0.28089005,0.48398432
0.015297678,0.74650705,0.58757895,0.11521926,0.8697876,0.6388988,0.0,0.6251244,0.3979708,0.3014383,0.38090235,0.667043
0.35370684,0.49235147,0.8516618,0.51768595,0.6675703,0.9772915,0.15693828,0.31458595,0.7830501,0.6026843,0.42302915,0.6720066
0.74124855,0.42499882,0.2633985,0.92702335,0.49895993,0.3309557,0.64677143,0.2807182,0.09914186,0.5023235,0.5831237,0.34419864
0.88322264,0.37632814,0.40166026,1.0,0.52205205,0.4607202,0.76897824,0.3079989,0.31725037,0.64244145,0.6297754,0.3889942
0.83328265,0.6157299,0.26229614,0.9565125,0.72080517,0.4057849,0.78045106,0.48094413,0.11901324,0.5477894,0.72450626,0.43901303
0.960102,0.948515,0.34563857,1.0,1.0,0.48788193,0.81942093,0.88002306,0.28817308,0.6528703,0.9543085,0.6470768
0.9960039,0.68185765,0.3071157,1.0,0.7685947,0.48479444,0.8704171,0.6174112,0.12362645,0.6515598,0.8389308,0.49448666
0.18045264,0.32186967,0.3980115,0.26628911,0.44070187,0.46532202,0.015182804,0.21211289,0.26419613,0.28923208,0.25116116,0.3599406
0.41244233,0.58685213,0.64562225,0.5457692,0.75939715,0.8141167,0.2841558,0.4421109,0.46569702,0.5290323,0.49964723,0.6162372
0.04927746,0.94691753,0.64871955,0.11813625,1.0,0.7500811,0.0,0.8844483,0.4638591,0.34899852,0.49809748,0.79781854
0.34597522,0.24652952,0.5682575,0.52860093,0.3444299,0.6823206,0.23997197,0.10675221,0.44603527,0.45711637,0.29625237,0.40739352
0.6621944,0.4757894,0.011561798,0.717581,0.62691593,0.16819409,0.49062905,0.36768755,0.0,0.33687806,0.5689919,0.2436756
0.4609651,0.6684112,0.7550105,0.5305285,0.7889807,0.87422794,0.35654265,0.59456927,0.6163561,0.6079878,0.56468815,0.7117108
0.8859375,0.69600725,0.09946067,0.9450819,0.8258966,0.28262714,0.8080966,0.59488845,0.0,0.4926991,0.79097235,0.39773396
0.91794777,0.38909248,0.38704526,1.0,0.57633936,0.49001902,0.7392544,0.26098204,0.21591163,0.6524965,0.6535201,0.38806888
0.5288873,0.8717942,0.38472092,0.6501857,1.0,0.47034398,0.45611015,0.7980171,0.19546801,0.45680413,0.70034075,0.6282576
0.3822211,0.10441545,0.19686258,0.5358901,0.26969445,0.39465466,0.23685117,0.0023251479,0.0996685,0.28954184,0.24331827,0.15063901
0.3788912,0.8943045,0.53167313,0.5128923,1.0,0.65559244,0.25559768,0.7497145,0.4134234,0.45528215,0.6365979,0.71298885
0.6651245,0.06995636,0.801159,0.77195406,0.22338533,0.9549423,0.5552099,0.0,0.6607061,0.7331418,0.36754042,0.4355577
0.11336799,0.44853598,0.51881194,0.21903192,0.5528353,0.694786,0.0,0.25177684,0.3730996,0.31608996,0.28095198,0.48367396
0.3570813,0.5517969,0.91765136,0.48894522,0.73551035,1.0,0.15762503,0.38049552,0.7713817,0.63736635,0.4544391,0.7347241
0.8739765,0.73657113,0.15145083,1.0,0.90832496,0.23025714,0.7722651,0.6785959,0.021074707,0.5127137,0.80527383,0.44401097
0.8948682,0.5177979,0.998909,1.0,0.6625761,1.0,0.802185,0.437215,0.8272552,0.9468886,0.70633304,0.7583535
0.007801925,0.08262533,0.83552045,0.1171459,0.18161936,0.95084006,0.0,0.019900879,0.7851176,0.4216612,0.045213625,0.4590729
0.14925425,0.28725055,0.42191857,0.22671482,0.37337282,0.5704545,0.017590499,0.23465486,0.22459726,0.28558642,0.21825239,0.35458454
0.30608153,0.1441918,0.40601617,0.48168606,0.25798985,0.48670614,0.19942719,0.06875805,0.25915915,0.35604885,0.22513667,0.275104
0.30417082,0.8818968,0.8090499,0.4750243,1.0,0.8641483,0.22198728,0.8251952,0.64659417,0.55661035,0.5930338,0.84547335
0.3807736,0.50658023,0.18914771,0.49771127,0.58753127,0.25732353,0.18377686,0.4363758,0.04923374,0.28496066,0.44367692,0.34786397
0.07756656,0.3702215,0.38697442,0.15963984,0.43924695,0.5703414,0.0,0.17343816,0.28359196,0.2322705,0.22389403,0.37859797
0.88901806,0.6071931,0.24873719,0.9816217,0.69106025,0.43172425,0.75245017,0.53668004,0.08574959,0.56887764,0.7481056,0.42796513
0.7181868,0.95833886,0.34727332,0.88531303,1.0,0.46000734,0.57266086,0.83162796,0.17246,0.53273004,0.8382628,0.6528061
0.8951909,0.048394512,0.19147138,1.0,0.1772148,0.2746449,0.75348663,0.0,0.07097522,0.54333115,0.4717927,0.11993295
0.06407877,0.8973558,0.100849785,0.14846358,0.9563307,0.15528667,0.0,0.76822263,0.0,0.08246428,0.48071727,0.49910277
0.21225919,0.93875426,0.16514087,0.34072188,1.0,0.272521,0.11252262,0.85644954,0.08111774,0.18870002,0.5755067,0.55194753
0.454357,0.88643306,0.25071496,0.65248936,0.95335233,0.33148128,0.3349605,0.6902548,0.0759957,0.352536,0.670395,0.568574
0.89796,0.6495496,0.07561466,0.9511866,0.72721314,0.20582424,0.8264004,0.52016866,0.0,0.48678732,0.7737548,0.36258212
0.36455142,0.8402198,0.96796376,0.5242964,1.0,1.0,0.16789988,0.73648113,0.9041469,0.66625756,0.6023856,0.9040918
0.3570606,0.2756577,0.7419067,0.5002371,0.3873488,0.85550094,0.22724791,0.14411917,0.6850899,0.54948366,0.31635916,0.5087822
0.19880767,0.44185948,0.9213534,0.39662722,0.5667133,1.0,0.01956143,0.30352172,0.73817414,0.5600805,0.32033357,0.6816064
0.69390386,0.78423196,0.036182754,0.7934954,0.9205078,0.15863837,0.60183775,0.6928823,0.0,0.3650433,0.7390679,0.41020736
0.32766148,0.77335316,0.3324138,0.42059475,0.87787926,0.43482706,0.24944383,0.57480127,0.27752683,0.33003762,0.5505073,0.55288345
0.09091364,0.31760302,0.84037054,0.1563178,0.3912923,0.9309331,0.025147801,0.1922925,0.69224423,0.4656421,0.20425834,0.57898676
0.19193704,0.98935074,0.77670646,0.3235802,1.0,0.8546541,0.0,0.8892454,0.5774985,0.48432174,0.5906439,0.88302857
0.19580708,0.97642905,0.49021927,0.26203722,1.0,0.6724649,0.0228586,0.88436955,0.29133344,0.34301317,0.58611804,0.73332417
0.8177829,0.9197875,0.6925923,0.9827007,1.0,0.8322923,0.70586,0.8284115,0.55019486,0.75518763,0.8687852,0.80618995
0.7974599,0.6499728,0.5344846,0.86678666,0.76030123,0.723608,0.68900704,0.452124,0.35019648,0.6659723,0.7237164,0.5922287
0.12908678,0.29675984,0.018724171,0.23633392,0.46567917,0.10486214,0.0,0.18627277,0.0,0.073905475,0.21292332,0.15774201
0.07813566,0.1911753,0.5869373,0.16649967,0.2802228,0.7585482,0.0,0.026788607,0.39666376,0.3325365,0.13465548,0.3890563
0.40205267,0.30020693,0.48256755,0.46148327,0.38829955,0.67715085,0.23125724,0.10061259,0.39950213,0.4423101,0.3511298,0.39138725
0.020563433,0.9187746,0.6447123,0.09159371,0.9971612,0.7815029,0.0,0.7715631,0.5828701,0.33263788,0.469669,0.78174347
0.7553476,0.7474292,0.025768282,0.90330607,0.8141892,0.17705457,0.6186151,0.5674349,0.0,0.39055794,0.75138843,0.38659874
0.9401418,0.023418754,0.37577072,1.0,0.114157215,0.53156155,0.8129669,0.0,0.2967006,0.65795624,0.4817803,0.19959474
0.02290377,0.95974404,0.44604737,0.17010471,1.0,0.61436045,0.0,0.88941556,0.34164804,0.23447557,0.49132392,0.7028957
0.13378718,0.75443786,0.5771515,0.19258815,0.90234005,0.6623348,0.027224252,0.6066768,0.44595537,0.35546932,0.4441125,0.6657947
0.6079301,0.52483004,0.61316353,0.759548,0.68702126,0.7080438,0.45829833,0.38089713,0.54256046,0.6105468,0.5663801,0.5689968
0.3601976,0.67339784,0.29945454,0.52840376,0.84329915,0.42926845,0.21697447,0.5152825,0.09968944,0.3298261,0.5167977,0.48642617
0.46672565,0.6365027,0.55116236,0.66387326,0.8245936,0.6295449,0.2765855,0.4616106,0.4537692,0.50894403,0.55161417,0.5938325
0.3367646,0.92114764,0.26782867,0.42554465,1.0,0.4227003,0.21318191,0.7637074,0.19947048,0.30229664,0.62895614,0.59448814
0.9555527,0.241233,0.18699615,1.0,0.38779518,0.26544684,0.869817,0.13441105,0.12888464,0.5712744,0.59839284,0.21411458
0.97769165,0.95661277,0.080284186,1.0,1.0,0.26464358,0.85813946,0.88025945,0.0,0.52898794,0.96715224,0.5184485
0.74767745,0.85173666,0.3865131,0.8020773,0.9247647,0.50537074,0.55822957,0.79331124,0.2907716,0.5670953,0.79970706,0.6191249
0.28767172,0.14145502,0.6139737,0.3744788,0.34122008,0.72868353,0.11509364,0.0,0.4484111,0.4508227,0.21456337,0.37771437
0.822978,0.413126,0.55556333,0.8804856,0.5975761,0.73608446,0.65187067,0.31586546,0.46943158,0.6892707,0.618052,0.48434466
0.60876095,0.4179815,0.20503199,0.73717624,0.52029985,0.3980605,0.41957885,0.3272272,0.14638136,0.40689647,0.5133712,0.31150675
0.79034877,0.50044835,0.34797922,0.98123115,0.6212321,0.43112308,0.7030813,0.39192313,0.17631176,0.569164,0.64539856,0.42421377
0.74789965,0.63230985,0.41963097,0.8180088,0.7831801,0.5559244,0.60451144,0.5534437,0.28457174,0.5837653,0.6901048,0.5259704
0.24206042,0.033521257,0.7105474,0.3058234,0.15875107,0.87138003,0.07686279,0.0,0.627214,0.4763039,0.13779084,0.3720343
0.3173647,0.17709751,0.64690804,0.51624507,0.25870955,0.71623456,0.2211069,0.0,0.44746187,0.48213637,0.2472311,0.41200277
0.7388628,0.0911334,0.22952126,0.84435046,0.27267104,0.41924605,0.6366304,0.012292767,0.09980951,0.48419204,0.4149981,0.16032733
0.27500337,0.7783346,0.6652228,0.45493594,0.91766375,0.75501907,0.16343921,0.663312,0.47944003,0.4701131,0.52666897,0.7217787
0.8135792,0.8668283,0.9347059,0.9723768,0.99476856,1.0,0.6148102,0.78399503,0.8400238,0.8741426,0.84020376,0.90076715
0.86897683,0.5245061,0.3220309,1.0,0.5852779,0.3770499,0.7676412,0.38649726,0.18157011,0.59550387,0.69674146,0.4232685
0.6821005,0.6236511,0.7297239,0.80930626,0.7871452,0.90009385,0.5249091,0.53395563,0.56353205,0.7059122,0.6528758,0.6766875
0.7309578,0.50553274,0.0059657367,0.84841853,0.5941941,0.060594104,0.5548882,0.4432951,0.0,0.3684618,0.6182453,0.25574926
0.9112486,0.07886856,0.0958096,0.9810236,0.17055048,0.14936821,0.8164836,0.0,0.0313811,0.5035291,0.49505857,0.08733908
0.6112559,0.75387853,0.8016624,0.74307376,0.9194391,0.87907845,0.4608372,0.6299796,0.6937965,0.70645916,0.68256724,0.77777046
0.90813714,0.9555,0.6603737,1.0,1.0,0.84814054,0.83095753,0.8455104,0.53873754,0.7842554,0.9318186,0.80793685
0.3342461,0.8605818,0.3689608,0.48498714,0.95866203,0.44349185,0.1853367,0.7235189,0.24435122,0.35160345,0.59741396,0.6147713
0.21242338,0.0636596,0.19475827,0.37398463,0.2234742,0.27524433,0.053854343,0.0,0.118375435,0.20359083,0.1380415,0.12920894
0.8352509,0.11291708,0.75671226,1.0,0.31108144,0.8736056,0.7300596,0.0,0.64863706,0.7959816,0.47408402,0.43481466
0.37339973,0.2257174,0.42094094,0.48295566,0.38595325,0.590965,0.20742981,0.15499878,0.32933643,0.39717034,0.29955855,0.32332915
0.272494,0.9537742,0.9528367,0.39511612,1.0,1.0,0.17361994,0.8339684,0.78102565,0.61266536,0.6131341,0.9533055
0.8483139,0.797232,0.35820058,0.9217219,0.92019933,0.52438885,0.71835405,0.6467715,0.27168953,0.60325724,0.822773,0.5777163
0.73149526,0.26840314,0.71602464,0.89854926,0.39345935,0.8590371,0.60416716,0.20414801,0.6407148,0.72375995,0.49994922,0.4922139
0.95445883,0.8960996,0.42047498,1.0,1.0,0.5489098,0.83031845,0.74058515,0.33315057,0.6874669,0.92527926,0.6582873
0.61986625,0.56175494,0.9758344,0.6834097,0.66519934,1.0,0.44407687,0.4688194,0.8841032,0.7978504,0.5908106,0.7687947
0.52778935,0.9324442,0.44548902,0.6231708,1.0,0.51469487,0.33855343,0.7441453,0.2821732,0.4866392,0.7301168,0.68896663
0.07936083,0.089982,0.13516544,0.2740001,0.25284827,0.19432198,0.028033473,0.006229886,0.056705307,0.10726313,0.084671415,0.11257372
0.92216265,0.035342295,0.42428303,1.0,0.14717364,0.47897947,0.8319799,0.0,0.23093733,0.67322284,0.47875246,0.22981265
0.8589313,0.71836704,0.19880725,1.0,0.89552355,0.29033437,0.688898,0.60088396,0.028739104,0.5288693,0.7886492,0.45858714
0.68968785,0.943496,0.5244429,0.8607541,1.0,0.6715895,0.59471023,0.8414861,0.43137583,0.6070654,0.8165919,0.73396945
0.61018354,0.5933805,0.39145645,0.75600594,0.7470703,0.45187783,0.4871328,0.50231254,0.24020337,0.50082,0.601782,0.4924185
0.3802171,0.9003595,0.13551734,0.46860337,1.0,0.28204516,0.2961534,0.73017913,0.017272718,0.25786722,0.6402883,0.51793844
0.89457124,0.39145106,0.07577266,0.9908232,0.54410225,0.24665461,0.7900212,0.23718265,0.0,0.48517194,0.64301115,0.23361185
0.85465634,0.70477533,0.14133996,1.0,0.85866416,0.2735359,0.70127004,0.6529683,0.011267842,0.49799815,0.77971584,0.42305765
0.05720659,0.15105946,0.8877215,0.24015951,0.3340423,1.0,0.0,0.0,0.7772124,0.47246403,0.10413303,0.51939046
0.081999905,0.92914903,0.5993438,0.25478038,1.0,0.7252456,0.0,0.82039714,0.44829255,0.34067184,0.50557446,0.7642464
0.9851989,0.2966048,0.29093644,1.0,0.36814636,0.34523314,0.8566023,0.14781532,0.15701856,0.63806766,0.64090186,0.2937706
0.7685643,0.016705062,0.9581969,0.9641407,0.14164715,1.0,0.68925583,0.0,0.8460354,0.8633806,0.3926347,0.48745096
0.8830924,0.1317288,0.19105497,1.0,0.27610248,0.3760842,0.7551181,0.06158286,0.03942532,0.5370737,0.5074106,0.16139188
0.29745734,0.91687,0.27728495,0.4589533,1.0,0.47369334,0.16694371,0.8513021,0.16399123,0.28737113,0.60716367,0.5970775
0.581334,0.5537584,0.8322509,0.66100854,0.68283457,0.9095346,0.38840473,0.3705247,0.7414149,0.7067924,0.5675462,0.6930046
0.83110833,0.08416638,0.49947467,0.9791895,0.1761051,0.6310957,0.71434456,0.0,0.36711395,0.6652915,0.45763737,0.29182053
0.36748382,0.14351001,0.898822,0.48676392,0.23443834,1.0,0.2749179,0.092812486,0.84726614,0.6331529,0.25549692,0.521166
0.8723558,0.35895437,0.89270735,1.0,0.55124545,0.9728966,0.6969708,0.21528442,0.7825245,0.8825316,0.6156551,0.6258308
0.06589833,0.8178391,0.056897696,0.25309137,1.0,0.1389502,0.0,0.65712476,0.0,0.06139801,0.44186872,0.4373684
0.7786648,0.57769483,0.9729401,0.8987818,0.6898308,1.0,0.6312106,0.4372838,0.8518384,0.87580246,0.6781798,0.77531743
0.38882205,0.30866924,0.31372043,0.45561782,0.4997064,0.49056312,0.27099356,0.2241083,0.2510889,0.35127124,0.34874564,0.31119484
0.62154126,0.52198005,0.35047585,0.6945823,0.6253687,0.44285834,0.54435945,0.43564114,0.16735755,0.48600855,0.57176065,0.43622795
0.32344607,0.75500053,0.7073823,0.46216816,0.8536825,0.86013263,0.21619542,0.65739787,0.6462193,0.5154142,0.5392233,0.7311914
0.05270802,0.52246815,0.29805666,0.23657277,0.57600856,0.39652684,0.0,0.36766872,0.23956494,0.17538235,0.2875881,0.4102624
0.34913182,0.7594155,0.20901711,0.41366243,0.92398274,0.2615936,0.19087322,0.6698959,0.08919034,0.27907446,0.55427366,0.4842163
0.09629943,0.84443736,0.71393216,0.23787503,0.98701227,0.8618542,0.0,0.6985431,0.64397734,0.40511578,0.4703684,0.77918476
0.88676065,0.7036907,0.21206166,1.0,0.79604733,0.31711245,0.7889376,0.59895235,0.067266695,0.5494112,0.7952257,0.45787618
0.7082809,0.29145455,0.34116128,0.78031474,0.47181025,0.50712514,0.53092957,0.22301118,0.2221261,0.5247211,0.49986777,0.3163079
0.6502911,0.41400412,0.87073666,0.82127905,0.5546762,1.0,0.50925404,0.28296772,0.81649214,0.76051384,0.5321476,0.6423704
0.06469619,0.5435634,0.18212005,0.15532401,0.7066328,0.33022252,0.0,0.41501293,0.12268267,0.12340812,0.3041298,0.36284176
0.50482863,0.57390785,0.0719188,0.6782947,0.65540254,0.24616466,0.43752816,0.42503104,0.0,0.2883737,0.5393683,0.32291335
